Close Last Trade Day,Price,Units,Implied Values,Date
"Net Energy WCS Closing Price: December, 2018",-44.25,USD/BBL,24.87,2018-10-22
"Net Energy/NYMEX WCC Closing Price: December, 2018",-44.25,USD/BBL,24.87,2018-10-22
Canadian Crude Index,29.34,USD/BBL,,2018-10-22
West Texas Intermediate Cash,69.12,USD/BBL,,2018-10-22
North Sea Brent Blend,79.78,USD/BBL,,2018-10-22
OPEC Basket Price,78.15,USD/BBL,,2018-10-22
"NYMEX Natural Gas: November, 2018",3.25,USD/MMBTU,,2018-10-22
"NYMEX Natural Gas: December, 2018",3.31,USD/MMBTU,,2018-10-22
"NYMEX Natural Gas: January, 2019",3.39,USD/MMBTU,,2018-10-22
"NYMEX Natural Gas: February, 2019",3.3,USD/MMBTU,,2018-10-22
Spectra - Station 2,0.2,CAD/GJ,,2018-10-22
AECO/NGX Spot Price - Settlement,0.18,CAD/GJ,,2018-10-22
AECO/NGX Spot Price - Same Day Volume,581.9,TJ,,2018-10-22
"AECO/NGX Near-Month: November, 2018",1.95,CAD/GJ,,2018-10-22
NYMEX Today @ 10:00 AM MST,,,,2018-10-22
"WTI November, 2018 Contract",68.97,USD/BBL,,2018-10-22
Near-Month Gas Contract,3.16,USD/MMBTU,,2018-10-22
Daily Average US Exchange Rate,1.31,,,2018-10-22
 Expressed as a basis to WTI,,,,2018-10-22
"NYMEX-WTI: November, 2018",68.65,USD/BBL,,2018-10-19
"NYMEX-WTI: December, 2018",68.71,USD/BBL,,2018-10-19
"NYMEX-WTI: January, 2019",68.75,USD/BBL,,2018-10-19
"NYMEX-WTI: February, 2019",68.76,USD/BBL,,2018-10-19
NYMEX-WTI Year Ago Current Month Contract,52.04,USD/BBL,,2018-10-19
"Net Energy Sweet Closing Price: December, 2018",-25.0,USD/BBL,43.65,2018-10-19
"Net Energy SSP Closing Price: December, 2018",-22.0,USD/BBL,46.65,2018-10-19
"Net Energy WCS Closing Price: December, 2018",-43.25,USD/BBL,25.4,2018-10-19
"Net Energy/NYMEX WCC Closing Price: December, 2018",-43.25,USD/BBL,25.4,2018-10-19
Canadian Crude Index,28.99,USD/BBL,,2018-10-19
West Texas Intermediate Cash,68.58,USD/BBL,,2018-10-19
North Sea Brent Blend,79.29,USD/BBL,,2018-10-19
OPEC Basket Price,78.25,USD/BBL,,2018-10-19
"NYMEX Natural Gas: November, 2018",3.2,USD/MMBTU,,2018-10-19
"NYMEX Natural Gas: December, 2018",3.25,USD/MMBTU,,2018-10-19
"NYMEX Natural Gas: January, 2019",3.33,USD/MMBTU,,2018-10-19
"NYMEX Natural Gas: February, 2019",3.25,USD/MMBTU,,2018-10-19
Spectra - Station 2,0.4,CAD/GJ,,2018-10-19
AECO/NGX Spot Price - Settlement,0.16,CAD/GJ,,2018-10-19
AECO/NGX Spot Price - Same Day Volume,1029.2,TJ,,2018-10-19
"AECO/NGX Near-Month: November, 2018",2.08,CAD/GJ,,2018-10-19
NYMEX Today @ 10:00 AM MST,,,,2018-10-19
"WTI November, 2018 Contract",69.42,USD/BBL,,2018-10-19
Near-Month Gas Contract,3.22,USD/MMBTU,,2018-10-19
Daily Average US Exchange Rate,1.31,,,2018-10-19
 Expressed as a basis to WTI,,,,2018-10-19
"NYMEX-WTI: November, 2018",69.75,USD/BBL,,2018-10-18
"NYMEX-WTI: December, 2018",69.7,USD/BBL,,2018-10-18
"NYMEX-WTI: January, 2019",69.72,USD/BBL,,2018-10-18
"NYMEX-WTI: February, 2019",69.73,USD/BBL,,2018-10-18
NYMEX-WTI Year Ago Current Month Contract,51.88,USD/BBL,,2018-10-18
"Net Energy Sweet Closing Price: December, 2018",-25.0,USD/BBL,44.75,2018-10-18
"Net Energy SSP Closing Price: December, 2018",-22.0,USD/BBL,47.75,2018-10-18
"Net Energy WCS Closing Price: December, 2018",-43.55,USD/BBL,26.2,2018-10-18
"Net Energy/NYMEX WCC Closing Price: December, 2018",-43.55,USD/BBL,26.2,2018-10-18
Canadian Crude Index,29.55,USD/BBL,,2018-10-18
West Texas Intermediate Cash,69.58,USD/BBL,,2018-10-18
North Sea Brent Blend,80.05,USD/BBL,,2018-10-18
OPEC Basket Price,79.5,USD/BBL,,2018-10-18
"NYMEX Natural Gas: November, 2018",3.32,USD/MMBTU,,2018-10-18
"NYMEX Natural Gas: December, 2018",3.37,USD/MMBTU,,2018-10-18
"NYMEX Natural Gas: January, 2019",3.44,USD/MMBTU,,2018-10-18
"NYMEX Natural Gas: February, 2019",3.35,USD/MMBTU,,2018-10-18
Spectra - Station 2,0.25,CAD/GJ,,2018-10-18
AECO/NGX Spot Price - Settlement,0.25,CAD/GJ,,2018-10-18
AECO/NGX Spot Price - Same Day Volume,1063.6,TJ,,2018-10-18
"AECO/NGX Near-Month: November, 2018",2.15,CAD/GJ,,2018-10-18
NYMEX Today @ 10:00 AM MST,,,,2018-10-18
"WTI November, 2018 Contract",69.21,USD/BBL,,2018-10-18
Near-Month Gas Contract,3.25,USD/MMBTU,,2018-10-18
Daily Average US Exchange Rate,1.3,,,2018-10-18
 Expressed as a basis to WTI,,,,2018-10-18
"NYMEX-WTI: November, 2018",71.92,USD/BBL,,2018-10-17
"NYMEX-WTI: December, 2018",71.76,USD/BBL,,2018-10-17
"NYMEX-WTI: January, 2019",71.7,USD/BBL,,2018-10-17
"NYMEX-WTI: February, 2019",71.64,USD/BBL,,2018-10-17
NYMEX-WTI Year Ago Current Month Contract,51.87,USD/BBL,,2018-10-17
"Net Energy Sweet Closing Price: November, 2018",-26.5,USD/BBL,45.42,2018-10-17
"Net Energy SSP Closing Price: November, 2018",-25.25,USD/BBL,46.67,2018-10-17
"Net Energy WCS Closing Price: November, 2018",-46.25,USD/BBL,25.67,2018-10-17
"Net Energy/NYMEX WCC Closing Price: November, 2018",-45.84,USD/BBL,26.08,2018-10-17
Canadian Crude Index,31.53,USD/BBL,,2018-10-17
West Texas Intermediate Cash,71.88,USD/BBL,,2018-10-17
North Sea Brent Blend,81.41,USD/BBL,,2018-10-17
OPEC Basket Price,79.02,USD/BBL,,2018-10-17
"NYMEX Natural Gas: November, 2018",3.24,USD/MMBTU,,2018-10-17
"NYMEX Natural Gas: December, 2018",3.3,USD/MMBTU,,2018-10-17
"NYMEX Natural Gas: January, 2019",3.37,USD/MMBTU,,2018-10-17
"NYMEX Natural Gas: February, 2019",3.3,USD/MMBTU,,2018-10-17
Spectra - Station 2,-0.12,CAD/GJ,,2018-10-17
AECO/NGX Spot Price - Settlement,0.94,CAD/GJ,,2018-10-17
AECO/NGX Spot Price - Same Day Volume,1020.4,TJ,,2018-10-17
"AECO/NGX Near-Month: November, 2018",2.07,CAD/GJ,,2018-10-17
NYMEX Today @ 10:00 AM MST,,,,2018-10-17
"WTI November, 2018 Contract",69.96,USD/BBL,,2018-10-17
Near-Month Gas Contract,3.26,USD/MMBTU,,2018-10-17
Daily Average US Exchange Rate,1.29,,,2018-10-17
 Expressed as a basis to WTI,,,,2018-10-17
"NYMEX-WTI: November, 2018",71.78,USD/BBL,,2018-10-16
"NYMEX-WTI: December, 2018",71.61,USD/BBL,,2018-10-16
"NYMEX-WTI: January, 2019",71.53,USD/BBL,,2018-10-16
"NYMEX-WTI: February, 2019",71.45,USD/BBL,,2018-10-16
NYMEX-WTI Year Ago Current Month Contract,51.45,USD/BBL,,2018-10-16
"Net Energy Sweet Closing Price: November, 2018",-26.5,USD/BBL,45.28,2018-10-16
"Net Energy SSP Closing Price: November, 2018",-25.25,USD/BBL,46.53,2018-10-16
"Net Energy WCS Closing Price: November, 2018",-46.25,USD/BBL,25.53,2018-10-16
"Net Energy/NYMEX WCC Closing Price: November, 2018",-45.51,USD/BBL,26.27,2018-10-16
Canadian Crude Index,31.91,USD/BBL,,2018-10-16
West Texas Intermediate Cash,71.79,USD/BBL,,2018-10-16
North Sea Brent Blend,80.78,USD/BBL,,2018-10-16
OPEC Basket Price,79.31,USD/BBL,,2018-10-16
"NYMEX Natural Gas: November, 2018",3.24,USD/MMBTU,,2018-10-16
"NYMEX Natural Gas: December, 2018",3.31,USD/MMBTU,,2018-10-16
"NYMEX Natural Gas: January, 2019",3.39,USD/MMBTU,,2018-10-16
"NYMEX Natural Gas: February, 2019",3.3,USD/MMBTU,,2018-10-16
Spectra - Station 2,-0.18,CAD/GJ,,2018-10-16
AECO/NGX Spot Price - Settlement,2.7,CAD/GJ,,2018-10-16
AECO/NGX Spot Price - Same Day Volume,1441.5,TJ,,2018-10-16
"AECO/NGX Near-Month: November, 2018",2.07,CAD/GJ,,2018-10-16
NYMEX Today @ 10:00 AM MST,,,,2018-10-16
"WTI November, 2018 Contract",71.85,USD/BBL,,2018-10-16
Near-Month Gas Contract,3.26,USD/MMBTU,,2018-10-16
Daily Average US Exchange Rate,1.3,,,2018-10-16
 Expressed as a basis to WTI,,,,2018-10-16
"NYMEX-WTI: November, 2018",71.34,USD/BBL,,2018-10-15
"NYMEX-WTI: December, 2018",71.18,USD/BBL,,2018-10-15
"NYMEX-WTI: January, 2019",71.08,USD/BBL,,2018-10-15
"NYMEX-WTI: February, 2019",70.99,USD/BBL,,2018-10-15
NYMEX-WTI Year Ago Current Month Contract,50.6,USD/BBL,,2018-10-15
"Net Energy Sweet Closing Price: November, 2018",-28.6,USD/BBL,42.74,2018-10-15
"Net Energy SSP Closing Price: November, 2018",-27.5,USD/BBL,43.84,2018-10-15
"Net Energy WCS Closing Price: November, 2018",-46.75,USD/BBL,24.59,2018-10-15
"Net Energy/NYMEX WCC Closing Price: November, 2018",-45.66,USD/BBL,25.68,2018-10-15
Canadian Crude Index,30.28,USD/BBL,,2018-10-15
West Texas Intermediate Cash,71.34,USD/BBL,,2018-10-15
North Sea Brent Blend,80.43,USD/BBL,,2018-10-15
OPEC Basket Price,79.36,USD/BBL,,2018-10-15
"NYMEX Natural Gas: November, 2018",3.16,USD/MMBTU,,2018-10-15
"NYMEX Natural Gas: December, 2018",3.23,USD/MMBTU,,2018-10-15
"NYMEX Natural Gas: January, 2019",3.31,USD/MMBTU,,2018-10-15
"NYMEX Natural Gas: February, 2019",3.24,USD/MMBTU,,2018-10-15
Spectra - Station 2,1.28,CAD/GJ,,2018-10-15
AECO/NGX Spot Price - Settlement,0.45,CAD/GJ,,2018-10-15
AECO/NGX Spot Price - Same Day Volume,977.7,TJ,,2018-10-15
"AECO/NGX Near-Month: November, 2018",1.99,CAD/GJ,,2018-10-15
NYMEX Today @ 10:00 AM MST,,,,2018-10-15
"WTI November, 2018 Contract",71.11,USD/BBL,,2018-10-15
Near-Month Gas Contract,3.25,USD/MMBTU,,2018-10-15
Daily Average US Exchange Rate,1.3,,,2018-10-15
 Expressed as a basis to WTI,,,,2018-10-15
"NYMEX-WTI: November, 2018",70.97,USD/BBL,,2018-10-12
"NYMEX-WTI: December, 2018",70.81,USD/BBL,,2018-10-12
"NYMEX-WTI: January, 2019",70.69,USD/BBL,,2018-10-12
"NYMEX-WTI: February, 2019",70.6,USD/BBL,,2018-10-12
NYMEX-WTI Year Ago Current Month Contract,51.3,USD/BBL,,2018-10-12
"Net Energy Sweet Closing Price: November, 2018",-31.0,USD/BBL,39.97,2018-10-12
"Net Energy SSP Closing Price: November, 2018",-28.0,USD/BBL,42.97,2018-10-12
"Net Energy WCS Closing Price: November, 2018",-50.5,USD/BBL,20.47,2018-10-12
"Net Energy/NYMEX WCC Closing Price: November, 2018",-46.57,USD/BBL,24.4,2018-10-12
Canadian Crude Index,29.24,USD/BBL,,2018-10-12
West Texas Intermediate Cash,70.92,USD/BBL,,2018-10-12
North Sea Brent Blend,80.26,USD/BBL,,2018-10-12
OPEC Basket Price,80.14,USD/BBL,,2018-10-12
"NYMEX Natural Gas: November, 2018",3.22,USD/MMBTU,,2018-10-12
"NYMEX Natural Gas: December, 2018",3.28,USD/MMBTU,,2018-10-12
"NYMEX Natural Gas: January, 2019",3.35,USD/MMBTU,,2018-10-12
"NYMEX Natural Gas: February, 2019",3.28,USD/MMBTU,,2018-10-12
Spectra - Station 2,1.85,CAD/GJ,,2018-10-12
AECO/NGX Spot Price - Settlement,1.79,CAD/GJ,,2018-10-12
AECO/NGX Spot Price - Same Day Volume,1243.3,TJ,,2018-10-12
"AECO/NGX Near-Month: November, 2018",2.03,CAD/GJ,,2018-10-12
NYMEX Today @ 10:00 AM MST,,,,2018-10-12
"WTI November, 2018 Contract",71.2,USD/BBL,,2018-10-12
Near-Month Gas Contract,3.19,USD/MMBTU,,2018-10-12
Daily Average US Exchange Rate,1.3,,,2018-10-12
 Expressed as a basis to WTI,,,,2018-10-12
"NYMEX-WTI: November, 2018",73.17,USD/BBL,,2018-10-11
"NYMEX-WTI: December, 2018",73.03,USD/BBL,,2018-10-11
"NYMEX-WTI: January, 2019",72.91,USD/BBL,,2018-10-11
"NYMEX-WTI: February, 2019",72.82,USD/BBL,,2018-10-11
NYMEX-WTI Year Ago Current Month Contract,50.92,USD/BBL,,2018-10-11
"Net Energy Sweet Closing Price: November, 2018",-31.6,USD/BBL,41.57,2018-10-11
"Net Energy SSP Closing Price: November, 2018",-28.65,USD/BBL,44.52,2018-10-11
"Net Energy WCS Closing Price: November, 2018",-52.0,USD/BBL,21.17,2018-10-11
"Net Energy/NYMEX WCC Closing Price: November, 2018",-46.98,USD/BBL,26.19,2018-10-11
Canadian Crude Index,30.84,USD/BBL,,2018-10-11
West Texas Intermediate Cash,73.13,USD/BBL,,2018-10-11
North Sea Brent Blend,83.09,USD/BBL,,2018-10-11
OPEC Basket Price,82.6,USD/BBL,,2018-10-11
"NYMEX Natural Gas: November, 2018",3.28,USD/MMBTU,,2018-10-11
"NYMEX Natural Gas: December, 2018",3.33,USD/MMBTU,,2018-10-11
"NYMEX Natural Gas: January, 2019",3.4,USD/MMBTU,,2018-10-11
"NYMEX Natural Gas: February, 2019",3.31,USD/MMBTU,,2018-10-11
Spectra - Station 2,0.8,CAD/GJ,,2018-10-11
AECO/NGX Spot Price - Settlement,2.55,CAD/GJ,,2018-10-11
AECO/NGX Spot Price - Same Day Volume,1767.4,TJ,,2018-10-11
"AECO/NGX Near-Month: November, 2018",2.14,CAD/GJ,,2018-10-11
NYMEX Today @ 10:00 AM MST,,,,2018-10-11
"WTI November, 2018 Contract",71.64,USD/BBL,,2018-10-11
Near-Month Gas Contract,3.16,USD/MMBTU,,2018-10-11
Daily Average US Exchange Rate,1.3,,,2018-10-11
 Expressed as a basis to WTI,,,,2018-10-11
"NYMEX-WTI: November, 2018",74.96,USD/BBL,,2018-10-10
"NYMEX-WTI: December, 2018",74.81,USD/BBL,,2018-10-10
"NYMEX-WTI: January, 2019",74.65,USD/BBL,,2018-10-10
"NYMEX-WTI: February, 2019",74.51,USD/BBL,,2018-10-10
NYMEX-WTI Year Ago Current Month Contract,49.58,USD/BBL,,2018-10-10
"Net Energy Sweet Closing Price: November, 2018",-27.9,USD/BBL,47.06,2018-10-10
"Net Energy SSP Closing Price: November, 2018",-24.25,USD/BBL,50.71,2018-10-10
"Net Energy WCS Closing Price: November, 2018",-48.1,USD/BBL,26.86,2018-10-10
"Net Energy/NYMEX WCC Closing Price: November, 2018",-45.3,USD/BBL,29.66,2018-10-10
Canadian Crude Index,33.69,USD/BBL,,2018-10-10
West Texas Intermediate Cash,74.9,USD/BBL,,2018-10-10
North Sea Brent Blend,85.0,USD/BBL,,2018-10-10
OPEC Basket Price,83.17,USD/BBL,,2018-10-10
"NYMEX Natural Gas: November, 2018",3.27,USD/MMBTU,,2018-10-10
"NYMEX Natural Gas: December, 2018",3.3,USD/MMBTU,,2018-10-10
"NYMEX Natural Gas: January, 2019",3.36,USD/MMBTU,,2018-10-10
"NYMEX Natural Gas: February, 2019",3.26,USD/MMBTU,,2018-10-10
Spectra - Station 2,2.02,CAD/GJ,,2018-10-10
AECO/NGX Spot Price - Settlement,2.6,CAD/GJ,,2018-10-10
AECO/NGX Spot Price - Same Day Volume,1559.5,TJ,,2018-10-10
"AECO/NGX Near-Month: November, 2018",2.17,CAD/GJ,,2018-10-10
NYMEX Today @ 10:00 AM MST,,,,2018-10-10
"WTI November, 2018 Contract",73.22,USD/BBL,,2018-10-10
Near-Month Gas Contract,0.28,USD/MMBTU,,2018-10-10
Daily Average US Exchange Rate,1.3,,,2018-10-10
 Expressed as a basis to WTI,,,,2018-10-10
"NYMEX-WTI: November, 2018",74.33,USD/BBL,,2018-10-05
"NYMEX-WTI: December, 2018",74.25,USD/BBL,,2018-10-05
"NYMEX-WTI: January, 2019",74.13,USD/BBL,,2018-10-05
"NYMEX-WTI: February, 2019",74.03,USD/BBL,,2018-10-05
NYMEX-WTI Year Ago Current Month Contract,49.98,USD/BBL,,2018-10-05
"Net Energy Sweet Closing Price: November, 2018",-24.3,USD/BBL,50.03,2018-10-05
"Net Energy SSP Closing Price: November, 2018",-20.4,USD/BBL,53.93,2018-10-05
"Net Energy WCS Closing Price: November, 2018",-43.45,USD/BBL,30.88,2018-10-05
"Net Energy/NYMEX WCC Closing Price: November, 2018",-42.69,USD/BBL,31.64,2018-10-05
Canadian Crude Index,35.41,USD/BBL,,2018-10-05
West Texas Intermediate Cash,74.33,USD/BBL,,2018-10-05
North Sea Brent Blend,84.58,USD/BBL,,2018-10-05
OPEC Basket Price,84.09,USD/BBL,,2018-10-05
"NYMEX Natural Gas: November, 2018",3.17,USD/MMBTU,,2018-10-05
"NYMEX Natural Gas: December, 2018",3.22,USD/MMBTU,,2018-10-05
"NYMEX Natural Gas: January, 2019",3.29,USD/MMBTU,,2018-10-05
"NYMEX Natural Gas: February, 2019",3.2,USD/MMBTU,,2018-10-05
Spectra - Station 2,2.5,CAD/GJ,,2018-10-05
AECO/NGX Spot Price - Settlement,2.6,CAD/GJ,,2018-10-05
AECO/NGX Spot Price - Same Day Volume,1449.6,TJ,,2018-10-05
"AECO/NGX Near-Month: November, 2018",2.17,CAD/GJ,,2018-10-05
NYMEX Today @ 10:00 AM MST,,,,2018-10-05
"WTI November, 2018 Contract",74.41,USD/BBL,,2018-10-05
Near-Month Gas Contract,3.14,USD/MMBTU,,2018-10-05
Daily Average US Exchange Rate,1.29,,,2018-10-05
 Expressed as a basis to WTI,,,,2018-10-05
"NYMEX-WTI: November, 2018",76.41,USD/BBL,,2018-10-04
"NYMEX-WTI: December, 2018",76.24,USD/BBL,,2018-10-04
"NYMEX-WTI: January, 2019",76.1,USD/BBL,,2018-10-04
"NYMEX-WTI: February, 2019",75.96,USD/BBL,,2018-10-04
NYMEX-WTI Year Ago Current Month Contract,50.42,USD/BBL,,2018-10-04
"Net Energy Sweet Closing Price: November, 2018",-24.2,USD/BBL,52.21,2018-10-04
"Net Energy SSP Closing Price: November, 2018",-20.75,USD/BBL,55.66,2018-10-04
"Net Energy WCS Closing Price: November, 2018",-42.0,USD/BBL,34.41,2018-10-04
"Net Energy/NYMEX WCC Closing Price: November, 2018",-41.74,USD/BBL,34.67,2018-10-04
Canadian Crude Index,38.35,USD/BBL,,2018-10-04
West Texas Intermediate Cash,76.41,USD/BBL,,2018-10-04
North Sea Brent Blend,86.29,USD/BBL,,2018-10-04
OPEC Basket Price,83.64,USD/BBL,,2018-10-04
"NYMEX Natural Gas: November, 2018",3.23,USD/MMBTU,,2018-10-04
"NYMEX Natural Gas: December, 2018",3.3,USD/MMBTU,,2018-10-04
"NYMEX Natural Gas: January, 2019",3.37,USD/MMBTU,,2018-10-04
"NYMEX Natural Gas: February, 2019",3.25,USD/MMBTU,,2018-10-04
Spectra - Station 2,2.39,CAD/GJ,,2018-10-04
AECO/NGX Spot Price - Settlement,2.5,CAD/GJ,,2018-10-04
AECO/NGX Spot Price - Same Day Volume,1374.6,TJ,,2018-10-04
"AECO/NGX Near-Month: November, 2018",2.23,CAD/GJ,,2018-10-04
NYMEX Today @ 10:00 AM MST,,,,2018-10-04
"WTI November, 2018 Contract",75.13,USD/BBL,,2018-10-04
Near-Month Gas Contract,3.19,USD/MMBTU,,2018-10-04
Daily Average US Exchange Rate,1.28,,,2018-10-04
 Expressed as a basis to WTI,,,,2018-10-04
"NYMEX-WTI: November, 2018",75.23,USD/BBL,,2018-10-03
"NYMEX-WTI: December, 2018",75.04,USD/BBL,,2018-10-03
"NYMEX-WTI: January, 2019",74.9,USD/BBL,,2018-10-03
"NYMEX-WTI: February, 2019",74.76,USD/BBL,,2018-10-03
NYMEX-WTI Year Ago Current Month Contract,50.58,USD/BBL,,2018-10-03
"Net Energy Sweet Closing Price: November, 2018",-23.75,USD/BBL,51.48,2018-10-03
"Net Energy SSP Closing Price: November, 2018",-19.5,USD/BBL,55.73,2018-10-03
"Net Energy WCS Closing Price: November, 2018",-41.65,USD/BBL,33.58,2018-10-03
"Net Energy/NYMEX WCC Closing Price: November, 2018",-39.52,USD/BBL,35.71,2018-10-03
Canadian Crude Index,37.65,USD/BBL,,2018-10-03
West Texas Intermediate Cash,75.23,USD/BBL,,2018-10-03
North Sea Brent Blend,84.8,USD/BBL,,2018-10-03
OPEC Basket Price,83.28,USD/BBL,,2018-10-03
"NYMEX Natural Gas: November, 2018",3.17,USD/MMBTU,,2018-10-03
"NYMEX Natural Gas: December, 2018",3.24,USD/MMBTU,,2018-10-03
"NYMEX Natural Gas: January, 2019",3.31,USD/MMBTU,,2018-10-03
"NYMEX Natural Gas: February, 2019",3.22,USD/MMBTU,,2018-10-03
Spectra - Station 2,2.31,CAD/GJ,,2018-10-03
AECO/NGX Spot Price - Settlement,2.45,CAD/GJ,,2018-10-03
AECO/NGX Spot Price - Same Day Volume,1992.7,TJ,,2018-10-03
"AECO/NGX Near-Month: November, 2018",2.19,CAD/GJ,,2018-10-03
NYMEX Today @ 10:00 AM MST,,,,2018-10-03
"WTI November, 2018 Contract",75.46,USD/BBL,,2018-10-03
Near-Month Gas Contract,3.24,USD/MMBTU,,2018-10-03
Daily Average US Exchange Rate,1.28,,,2018-10-03
 Expressed as a basis to WTI,,,,2018-10-03
"NYMEX-WTI: November, 2018",75.3,USD/BBL,,2018-10-02
"NYMEX-WTI: December, 2018",75.14,USD/BBL,,2018-10-02
"NYMEX-WTI: January, 2019",75.0,USD/BBL,,2018-10-02
"NYMEX-WTI: February, 2019",74.83,USD/BBL,,2018-10-02
NYMEX-WTI Year Ago Current Month Contract,51.67,USD/BBL,,2018-10-02
"Net Energy Sweet Closing Price: November, 2018",-24.0,USD/BBL,51.3,2018-10-02
"Net Energy SSP Closing Price: November, 2018",-19.05,USD/BBL,56.25,2018-10-02
"Net Energy WCS Closing Price: November, 2018",-39.6,USD/BBL,35.7,2018-10-02
"Net Energy/NYMEX WCC Closing Price: November, 2018",-39.6,USD/BBL,35.7,2018-10-02
Canadian Crude Index,38.94,USD/BBL,,2018-10-02
West Texas Intermediate Cash,75.3,USD/BBL,,2018-10-02
North Sea Brent Blend,84.98,USD/BBL,,2018-10-02
OPEC Basket Price,81.49,USD/BBL,,2018-10-02
"NYMEX Natural Gas: November, 2018",3.09,USD/MMBTU,,2018-10-02
"NYMEX Natural Gas: December, 2018",3.17,USD/MMBTU,,2018-10-02
"NYMEX Natural Gas: January, 2019",3.24,USD/MMBTU,,2018-10-02
"NYMEX Natural Gas: February, 2019",3.16,USD/MMBTU,,2018-10-02
Spectra - Station 2,2.06,CAD/GJ,,2018-10-02
AECO/NGX Spot Price - Settlement,2.5,CAD/GJ,,2018-10-02
AECO/NGX Spot Price - Same Day Volume,1284.9,TJ,,2018-10-02
"AECO/NGX Near-Month: November, 2018",2.09,CAD/GJ,,2018-10-02
NYMEX Today @ 10:00 AM MST,,,,2018-10-02
"WTI November, 2018 Contract",75.28,USD/BBL,,2018-10-02
Near-Month Gas Contract,3.17,USD/MMBTU,,2018-10-02
Daily Average US Exchange Rate,1.28,,,2018-10-02
 Expressed as a basis to WTI,,,,2018-10-02
"NYMEX-WTI: November, 2018",73.25,USD/BBL,,2018-10-01
"NYMEX-WTI: December, 2018",73.06,USD/BBL,,2018-10-01
"NYMEX-WTI: January, 2019",72.89,USD/BBL,,2018-10-01
"NYMEX-WTI: February, 2019",72.7,USD/BBL,,2018-10-01
NYMEX-WTI Year Ago Current Month Contract,51.56,USD/BBL,,2018-10-01
"Net Energy Sweet Closing Price: November, 2018",-19.75,USD/BBL,53.5,2018-10-01
"Net Energy SSP Closing Price: November, 2018",-16.05,USD/BBL,57.2,2018-10-01
"Net Energy WCS Closing Price: November, 2018",-35.75,USD/BBL,37.5,2018-10-01
"Net Energy/NYMEX WCC Closing Price: November, 2018",-35.75,USD/BBL,37.5,2018-10-01
Canadian Crude Index,39.07,USD/BBL,,2018-10-01
West Texas Intermediate Cash,73.25,USD/BBL,,2018-10-01
North Sea Brent Blend,82.73,USD/BBL,,2018-10-01
OPEC Basket Price,81.48,USD/BBL,,2018-10-01
"NYMEX Natural Gas: November, 2018",3.01,USD/MMBTU,,2018-10-01
"NYMEX Natural Gas: December, 2018",3.09,USD/MMBTU,,2018-10-01
"NYMEX Natural Gas: January, 2019",3.17,USD/MMBTU,,2018-10-01
"NYMEX Natural Gas: February, 2019",3.09,USD/MMBTU,,2018-10-01
Spectra - Station 2,2.08,CAD/GJ,,2018-10-01
AECO/NGX Spot Price - Settlement,2.4,CAD/GJ,,2018-10-01
AECO/NGX Spot Price - Same Day Volume,195.3,TJ,,2018-10-01
"AECO/NGX Near-Month: October, 2018",1.63,CAD/GJ,,2018-10-01
NYMEX Today @ 10:00 AM MST,,,,2018-10-01
"WTI November, 2018 Contract",74.64,USD/BBL,,2018-10-01
Near-Month Gas Contract,3.09,USD/MMBTU,,2018-10-01
Daily Average US Exchange Rate,1.29,,,2018-10-01
 Expressed as a basis to WTI,,,,2018-10-01
"NYMEX-WTI: November, 2018",72.12,USD/BBL,,2018-09-28
"NYMEX-WTI: December, 2018",71.96,USD/BBL,,2018-09-28
"NYMEX-WTI: January, 2019",71.82,USD/BBL,,2018-09-28
"NYMEX-WTI: February, 2019",71.63,USD/BBL,,2018-09-28
NYMEX-WTI Year Ago Current Month Contract,52.14,USD/BBL,,2018-09-28
"Net Energy Sweet Closing Price: November, 2018",-19.0,USD/BBL,53.12,2018-09-28
"Net Energy SSP Closing Price: November, 2018",-16.05,USD/BBL,56.07,2018-09-28
"Net Energy WCS Closing Price: November, 2018",-34.75,USD/BBL,37.37,2018-09-28
"Net Energy/NYMEX WCC Closing Price: November, 2018",-34.75,USD/BBL,37.37,2018-09-28
Canadian Crude Index,38.55,USD/BBL,,2018-09-28
West Texas Intermediate Cash,72.13,USD/BBL,,2018-09-28
North Sea Brent Blend,81.72,USD/BBL,,2018-09-28
OPEC Basket Price,80.88,USD/BBL,,2018-09-28
"NYMEX Natural Gas: November, 2018",3.06,USD/MMBTU,,2018-09-28
"NYMEX Natural Gas: December, 2018",3.14,USD/MMBTU,,2018-09-28
"NYMEX Natural Gas: January, 2019",3.21,USD/MMBTU,,2018-09-28
"NYMEX Natural Gas: February, 2019",3.12,USD/MMBTU,,2018-09-28
Spectra - Station 2,1.94,CAD/GJ,,2018-09-28
AECO/NGX Spot Price - Settlement,2.34,CAD/GJ,,2018-09-28
AECO/NGX Spot Price - Same Day Volume,1346.3,TJ,,2018-09-28
"AECO/NGX Near-Month: November, 2018",1.96,CAD/GJ,,2018-09-28
NYMEX Today @ 10:00 AM MST,,,,2018-09-28
"WTI November, 2018 Contract",73.4,USD/BBL,,2018-09-28
Near-Month Gas Contract,3.01,USD/MMBTU,,2018-09-28
Daily Average US Exchange Rate,1.3,,,2018-09-28
 Expressed as a basis to WTI,,,,2018-09-28
"NYMEX-WTI: November, 2018",71.57,USD/BBL,,2018-09-27
"NYMEX-WTI: December, 2018",71.41,USD/BBL,,2018-09-27
"NYMEX-WTI: January, 2019",71.25,USD/BBL,,2018-09-27
"NYMEX-WTI: February, 2019",71.06,USD/BBL,,2018-09-27
