Month,Open,High,Low,Last,Change,Settle,Estimated Volume,Prior Day Open Interest,Trade Date,Settlement
MAY_20,,,,,-0.02,58.77,59.0,4321.0,2019-03-15,Final
JUN_20,,,,,-0.01,58.59,59.0,4270.0,2019-03-15,Final
JUL_20,,,,,0.02,58.4,0.0,4306.0,2019-03-15,Final
AUG_20,,,,,0.02,58.23,0.0,4304.0,2019-03-15,Final
SEP_20,,,,,0.04,58.08,0.0,4299.0,2019-03-15,Final
OCT_20,,,,,0.04,57.93,0.0,4650.0,2019-03-15,Final
NOV_20,,,,,0.05,57.8,0.0,4631.0,2019-03-15,Final
DEC_20,,,,,0.07,57.6,0.0,4711.0,2019-03-15,Final
JAN_21,,,,,0.07,57.39,0.0,916.0,2019-03-15,Final
FEB_21,,,,,0.08,57.24,0.0,915.0,2019-03-15,Final
MAR_21,,,,,0.09,57.07,0.0,914.0,2019-03-15,Final
APR_21,,,,,0.11,56.91,0.0,689.0,2019-03-15,Final
MAY_21,,,,,0.11,56.77,0.0,689.0,2019-03-15,Final
JUN_21,,,,,0.11,56.61,0.0,678.0,2019-03-15,Final
JUL_21,,,,,0.1,56.46,0.0,736.0,2019-03-15,Final
AUG_21,,,,,0.11,56.34,0.0,736.0,2019-03-15,Final
SEP_21,,,,,0.12,56.23,0.0,753.0,2019-03-15,Final
OCT_21,,,,,0.15,56.13,0.0,827.0,2019-03-15,Final
NOV_21,,,,,0.16,56.02,0.0,826.0,2019-03-15,Final
DEC_21,,,,,0.17,55.86,0.0,826.0,2019-03-15,Final
JAN_22,,,,,0.17,55.71,0.0,128.0,2019-03-15,Final
FEB_22,,,,,0.18,55.59,0.0,131.0,2019-03-15,Final
MAR_22,,,,,0.18,55.46,0.0,128.0,2019-03-15,Final
APR_22,,,,,0.19,55.35,0.0,129.0,2019-03-15,Final
MAY_22,,,,,0.19,55.27,0.0,127.0,2019-03-15,Final
JUN_22,,,,,0.2,55.17,0.0,112.0,2019-03-15,Final
JUL_22,,,,,0.2,55.09,0.0,111.0,2019-03-15,Final
AUG_22,,,,,0.19,55.01,0.0,111.0,2019-03-15,Final
SEP_22,,,,,0.2,54.96,0.0,112.0,2019-03-15,Final
OCT_22,,,,,0.2,54.9,0.0,111.0,2019-03-15,Final
NOV_22,,,,,0.2,54.84,0.0,112.0,2019-03-15,Final
DEC_22,,,,,0.19,54.75,0.0,111.0,2019-03-15,Final
JAN_23,,,,,0.19,54.71,0.0,83.0,2019-03-15,Final
FEB_23,,,,,0.19,54.67,0.0,83.0,2019-03-15,Final
MAR_23,,,,,0.18,54.62,0.0,83.0,2019-03-15,Final
APR_23,,,,,0.19,54.59,0.0,83.0,2019-03-15,Final
MAY_23,,,,,0.18,54.56,0.0,83.0,2019-03-15,Final
JUN_23,,,,,0.17,54.52,0.0,83.0,2019-03-15,Final
JUL_23,,,,,0.17,54.51,0.0,83.0,2019-03-15,Final
AUG_23,,,,,0.18,54.51,0.0,83.0,2019-03-15,Final
SEP_23,,,,,0.18,54.51,0.0,83.0,2019-03-15,Final
OCT_23,,,,,0.18,54.52,0.0,83.0,2019-03-15,Final
NOV_23,,,,,0.18,54.51,0.0,75.0,2019-03-15,Final
DEC_23,,,,,0.18,54.48,0.0,75.0,2019-03-15,Final
JAN_24,,,,,0.18,54.44,0.0,124.0,2019-03-15,Final
FEB_24,,,,,0.18,54.4,0.0,122.0,2019-03-15,Final
MAR_24,,,,,0.18,54.41,0.0,124.0,2019-03-15,Final
APR_24,,,,,0.18,54.38,0.0,123.0,2019-03-15,Final
MAY_24,,,,,0.18,54.39,0.0,124.0,2019-03-15,Final
JUN_24,,,,,0.18,54.39,0.0,123.0,2019-03-15,Final
JUL_24,,,,,0.18,54.38,0.0,124.0,2019-03-15,Final
AUG_24,,,,,0.18,54.39,0.0,124.0,2019-03-15,Final
SEP_24,,,,,0.18,54.42,0.0,123.0,2019-03-15,Final
OCT_24,,,,,0.18,54.46,0.0,124.0,2019-03-15,Final
NOV_24,,,,,0.18,54.46,0.0,123.0,2019-03-15,Final
DEC_24,,,,,0.18,54.41,0.0,124.0,2019-03-15,Final
JAN_25,,,,,0.18,54.42,0.0,10.0,2019-03-15,Final
FEB_25,,,,,0.18,54.43,0.0,10.0,2019-03-15,Final
MAR_25,,,,,0.18,54.44,0.0,10.0,2019-03-15,Final
APR_25,,,,,0.18,54.43,0.0,10.0,2019-03-15,Final
MAY_25,,,,,0.18,54.43,0.0,10.0,2019-03-15,Final
JUN_25,,,,,0.18,54.46,0.0,10.0,2019-03-15,Final
JUL_25,,,,,0.18,54.48,0.0,10.0,2019-03-15,Final
AUG_25,,,,,0.18,54.48,0.0,10.0,2019-03-15,Final
SEP_25,,,,,0.18,54.5,0.0,10.0,2019-03-15,Final
OCT_25,,,,,0.18,54.56,0.0,10.0,2019-03-15,Final
NOV_25,,,,,0.18,54.53,0.0,10.0,2019-03-15,Final
DEC_25,,,,,0.18,54.49,0.0,10.0,2019-03-15,Final
JAN_26,,,,,0.18,54.5,0.0,0.0,2019-03-15,Final
FEB_26,,,,,0.18,54.49,0.0,0.0,2019-03-15,Final
MAR_26,,,,,0.18,54.51,0.0,0.0,2019-03-15,Final
APR_26,,,,,0.18,54.49,0.0,0.0,2019-03-15,Final
MAY_26,,,,,0.18,54.49,0.0,0.0,2019-03-15,Final
JUN_26,,,,,0.18,54.52,0.0,0.0,2019-03-15,Final
JUL_26,,,,,0.18,54.51,0.0,0.0,2019-03-15,Final
AUG_26,,,,,0.18,54.51,0.0,0.0,2019-03-15,Final
SEP_26,,,,,0.18,54.53,0.0,0.0,2019-03-15,Final
OCT_26,,,,,0.18,54.56,0.0,0.0,2019-03-15,Final
NOV_26,,,,,0.18,54.53,0.0,0.0,2019-03-15,Final
DEC_26,,,,,0.18,54.49,0.0,0.0,2019-03-15,Final
JAN_27,,,,,0.18,54.49,0.0,0.0,2019-03-15,Final
FEB_27,,,,,0.18,54.47,0.0,0.0,2019-03-15,Final
MAR_27,,,,,0.18,54.46,0.0,0.0,2019-03-15,Final
APR_27,,,,,0.18,54.44,0.0,0.0,2019-03-15,Final
MAY_27,,,,,0.18,54.43,0.0,0.0,2019-03-15,Final
JUN_27,,,,,0.18,54.45,0.0,0.0,2019-03-15,Final
JUL_27,,,,,0.18,54.43,0.0,0.0,2019-03-15,Final
AUG_27,,,,,0.18,54.42,0.0,0.0,2019-03-15,Final
SEP_27,,,,,0.18,54.43,0.0,0.0,2019-03-15,Final
OCT_27,,,,,0.18,54.45,0.0,0.0,2019-03-15,Final
NOV_27,,,,,0.18,54.42,0.0,0.0,2019-03-15,Final
DEC_27,,,,,0.18,54.36,0.0,0.0,2019-03-15,Final
Total,,,,,,,1251.0,150687.0,2019-03-15,Final
"Last_Updated:_Friday,_15_Mar_2019_10:32_PM_About_This_Report",,,,,,,,,2019-03-15,Final
"Last_Updated:_Friday,_15_Mar_2019_10:32_PM_About_This_Report",,,,,,,,,2019-03-14,Final
"Last_Updated:_Friday,_15_Mar_2019_10:32_PM_About_This_Report",,,,,,,,,2019-03-13,Final
"Last_Updated:_Friday,_15_Mar_2019_10:32_PM_About_This_Report",,,,,,,,,2019-03-12,Final
"Last_Updated:_Friday,_15_Mar_2019_10:32_PM_About_This_Report",,,,,,,,,2019-03-11,Final
MAR_19,,,,,0.27,58.09,0.0,14265.0,2019-03-18,Final
APR_19,,,,,0.55,59.46,40.0,11134.0,2019-03-18,Final
MAY_19,,,,,0.52,59.74,0.0,7291.0,2019-03-18,Final
JUN_19,,,,,0.49,60.01,40.0,7331.0,2019-03-18,Final
JUL_19,,,,,0.45,60.22,0.0,7492.0,2019-03-18,Final
AUG_19,,,,,0.41,60.32,0.0,7434.0,2019-03-18,Final
SEP_19,,,,,0.37,60.31,0.0,7130.0,2019-03-18,Final
OCT_19,,,,,0.31,60.21,0.0,7078.0,2019-03-18,Final
NOV_19,,,,,0.28,60.08,0.0,7187.0,2019-03-18,Final
DEC_19,,,,,0.24,59.91,0.0,7632.0,2019-03-18,Final
JAN_20,,,,,0.2,59.7,222.0,4821.0,2019-03-18,Final
FEB_20,,,,,0.17,59.49,222.0,4363.0,2019-03-18,Final
MAR_20,,,,,0.14,59.28,222.0,4366.0,2019-03-18,Final
APR_20,,,,,0.13,59.08,222.0,4358.0,2019-03-18,Final
MAY_20,,,,,0.12,58.89,222.0,4362.0,2019-03-18,Final
JUN_20,,,,,0.11,58.7,222.0,4311.0,2019-03-18,Final
JUL_20,,,,,0.09,58.49,38.0,4306.0,2019-03-18,Final
AUG_20,,,,,0.09,58.32,38.0,4304.0,2019-03-18,Final
SEP_20,,,,,0.08,58.16,38.0,4299.0,2019-03-18,Final
OCT_20,,,,,0.1,58.03,38.0,4650.0,2019-03-18,Final
NOV_20,,,,,0.1,57.9,38.0,4631.0,2019-03-18,Final
DEC_20,,,,,0.1,57.7,38.0,4711.0,2019-03-18,Final
JAN_21,,,,,0.1,57.49,0.0,916.0,2019-03-18,Final
FEB_21,,,,,0.1,57.34,0.0,915.0,2019-03-18,Final
MAR_21,,,,,0.09,57.16,0.0,914.0,2019-03-18,Final
APR_21,,,,,0.09,57.0,0.0,689.0,2019-03-18,Final
MAY_21,,,,,0.1,56.87,0.0,689.0,2019-03-18,Final
JUN_21,,,,,0.1,56.71,0.0,678.0,2019-03-18,Final
JUL_21,,,,,0.1,56.56,0.0,736.0,2019-03-18,Final
AUG_21,,,,,0.1,56.44,0.0,736.0,2019-03-18,Final
SEP_21,,,,,0.1,56.33,0.0,753.0,2019-03-18,Final
OCT_21,,,,,0.11,56.24,0.0,827.0,2019-03-18,Final
NOV_21,,,,,0.11,56.13,0.0,826.0,2019-03-18,Final
DEC_21,,,,,0.1,55.96,0.0,826.0,2019-03-18,Final
JAN_22,,,,,0.1,55.81,0.0,128.0,2019-03-18,Final
FEB_22,,,,,0.11,55.7,0.0,131.0,2019-03-18,Final
MAR_22,,,,,0.12,55.58,0.0,128.0,2019-03-18,Final
APR_22,,,,,0.12,55.47,0.0,129.0,2019-03-18,Final
MAY_22,,,,,0.12,55.39,0.0,127.0,2019-03-18,Final
JUN_22,,,,,0.11,55.28,0.0,112.0,2019-03-18,Final
JUL_22,,,,,0.11,55.2,0.0,111.0,2019-03-18,Final
AUG_22,,,,,0.11,55.12,0.0,111.0,2019-03-18,Final
SEP_22,,,,,0.11,55.07,0.0,112.0,2019-03-18,Final
OCT_22,,,,,0.12,55.02,0.0,111.0,2019-03-18,Final
NOV_22,,,,,0.12,54.96,0.0,112.0,2019-03-18,Final
DEC_22,,,,,0.14,54.89,0.0,111.0,2019-03-18,Final
JAN_23,,,,,0.13,54.84,0.0,83.0,2019-03-18,Final
FEB_23,,,,,0.13,54.8,0.0,83.0,2019-03-18,Final
MAR_23,,,,,0.13,54.75,0.0,83.0,2019-03-18,Final
APR_23,,,,,0.13,54.72,0.0,83.0,2019-03-18,Final
MAY_23,,,,,0.14,54.7,0.0,83.0,2019-03-18,Final
JUN_23,,,,,0.15,54.67,0.0,83.0,2019-03-18,Final
JUL_23,,,,,0.15,54.66,0.0,83.0,2019-03-18,Final
AUG_23,,,,,0.14,54.65,0.0,83.0,2019-03-18,Final
SEP_23,,,,,0.14,54.65,0.0,83.0,2019-03-18,Final
OCT_23,,,,,0.14,54.66,0.0,83.0,2019-03-18,Final
NOV_23,,,,,0.14,54.65,0.0,75.0,2019-03-18,Final
DEC_23,,,,,0.14,54.62,0.0,75.0,2019-03-18,Final
JAN_24,,,,,0.15,54.59,0.0,124.0,2019-03-18,Final
FEB_24,,,,,0.15,54.55,0.0,122.0,2019-03-18,Final
MAR_24,,,,,0.15,54.56,0.0,124.0,2019-03-18,Final
APR_24,,,,,0.15,54.53,0.0,123.0,2019-03-18,Final
MAY_24,,,,,0.16,54.55,0.0,124.0,2019-03-18,Final
JUN_24,,,,,0.16,54.55,0.0,123.0,2019-03-18,Final
JUL_24,,,,,0.16,54.54,0.0,124.0,2019-03-18,Final
AUG_24,,,,,0.16,54.55,0.0,124.0,2019-03-18,Final
SEP_24,,,,,0.17,54.59,0.0,123.0,2019-03-18,Final
OCT_24,,,,,0.17,54.63,0.0,124.0,2019-03-18,Final
NOV_24,,,,,0.17,54.63,0.0,123.0,2019-03-18,Final
DEC_24,,,,,0.17,54.58,0.0,124.0,2019-03-18,Final
JAN_25,,,,,0.17,54.59,0.0,10.0,2019-03-18,Final
FEB_25,,,,,0.17,54.6,0.0,10.0,2019-03-18,Final
MAR_25,,,,,0.17,54.61,0.0,10.0,2019-03-18,Final
APR_25,,,,,0.17,54.6,0.0,10.0,2019-03-18,Final
MAY_25,,,,,0.17,54.6,0.0,10.0,2019-03-18,Final
JUN_25,,,,,0.17,54.63,0.0,10.0,2019-03-18,Final
JUL_25,,,,,0.17,54.65,0.0,10.0,2019-03-18,Final
AUG_25,,,,,0.17,54.65,0.0,10.0,2019-03-18,Final
SEP_25,,,,,0.17,54.67,0.0,10.0,2019-03-18,Final
OCT_25,,,,,0.17,54.73,0.0,10.0,2019-03-18,Final
NOV_25,,,,,0.17,54.7,0.0,10.0,2019-03-18,Final
DEC_25,,,,,0.17,54.66,0.0,10.0,2019-03-18,Final
JAN_26,,,,,0.17,54.67,0.0,0.0,2019-03-18,Final
FEB_26,,,,,0.17,54.66,0.0,0.0,2019-03-18,Final
MAR_26,,,,,0.17,54.68,0.0,0.0,2019-03-18,Final
APR_26,,,,,0.17,54.66,0.0,0.0,2019-03-18,Final
MAY_26,,,,,0.17,54.66,0.0,0.0,2019-03-18,Final
JUN_26,,,,,0.17,54.69,0.0,0.0,2019-03-18,Final
JUL_26,,,,,0.17,54.68,0.0,0.0,2019-03-18,Final
AUG_26,,,,,0.17,54.68,0.0,0.0,2019-03-18,Final
SEP_26,,,,,0.17,54.7,0.0,0.0,2019-03-18,Final
OCT_26,,,,,0.17,54.73,0.0,0.0,2019-03-18,Final
NOV_26,,,,,0.17,54.7,0.0,0.0,2019-03-18,Final
DEC_26,,,,,0.17,54.66,0.0,0.0,2019-03-18,Final
JAN_27,,,,,0.17,54.66,0.0,0.0,2019-03-18,Final
FEB_27,,,,,0.17,54.64,0.0,0.0,2019-03-18,Final
MAR_27,,,,,0.17,54.63,0.0,0.0,2019-03-18,Final
APR_27,,,,,0.17,54.61,0.0,0.0,2019-03-18,Final
MAY_27,,,,,0.17,54.6,0.0,0.0,2019-03-18,Final
JUN_27,,,,,0.17,54.62,0.0,0.0,2019-03-18,Final
JUL_27,,,,,0.17,54.6,0.0,0.0,2019-03-18,Final
AUG_27,,,,,0.17,54.59,0.0,0.0,2019-03-18,Final
SEP_27,,,,,0.17,54.6,0.0,0.0,2019-03-18,Final
OCT_27,,,,,0.17,54.62,0.0,0.0,2019-03-18,Final
NOV_27,,,,,0.17,54.59,0.0,0.0,2019-03-18,Final
DEC_27,,,,,0.17,54.53,0.0,0.0,2019-03-18,Final
Total,,,,,,,1640.0,150966.0,2019-03-18,Final
"Last_Updated:_Monday,_18_Mar_2019_10:32_PM_About_This_Report",,,,,,,,,2019-03-18,Final
"Last_Updated:_Monday,_18_Mar_2019_10:32_PM_About_This_Report",,,,,,,,,2019-03-15,Final
"Last_Updated:_Monday,_18_Mar_2019_10:32_PM_About_This_Report",,,,,,,,,2019-03-14,Final
"Last_Updated:_Monday,_18_Mar_2019_10:32_PM_About_This_Report",,,,,,,,,2019-03-13,Final
"Last_Updated:_Monday,_18_Mar_2019_10:32_PM_About_This_Report",,,,,,,,,2019-03-12,Final
MAR_19,,,,,-0.04,58.05,65.0,14265.0,2019-03-19,Final
APR_19,,,,,-0.09,59.37,342.0,11154.0,2019-03-19,Final
MAY_19,,,,,-0.06,59.68,0.0,7291.0,2019-03-19,Final
JUN_19,,,,,-0.05,59.96,48.0,7360.0,2019-03-19,Final
JUL_19,,,,,-0.04,60.18,13.0,7492.0,2019-03-19,Final
AUG_19,,,,,-0.02,60.3,13.0,7434.0,2019-03-19,Final
SEP_19,,,,,0.01,60.32,13.0,7130.0,2019-03-19,Final
OCT_19,,,,,0.05,60.26,13.0,7078.0,2019-03-19,Final
NOV_19,,,,,0.06,60.14,13.0,7187.0,2019-03-19,Final
DEC_19,,,,,0.05,59.96,13.0,7632.0,2019-03-19,Final
JAN_20,,,,,0.07,59.77,80.0,4821.0,2019-03-19,Final
FEB_20,,,,,0.1,59.59,80.0,4363.0,2019-03-19,Final
MAR_20,,,,,0.11,59.39,80.0,4366.0,2019-03-19,Final
APR_20,,,,,0.11,59.19,80.0,4358.0,2019-03-19,Final
MAY_20,,,,,0.12,59.01,80.0,4362.0,2019-03-19,Final
JUN_20,,,,,0.12,58.82,80.0,4311.0,2019-03-19,Final
JUL_20,,,,,0.12,58.61,80.0,4306.0,2019-03-19,Final
AUG_20,,,,,0.12,58.44,80.0,4304.0,2019-03-19,Final
SEP_20,,,,,0.12,58.28,80.0,4299.0,2019-03-19,Final
OCT_20,,,,,0.1,58.13,80.0,4650.0,2019-03-19,Final
NOV_20,,,,,0.1,58.0,80.0,4631.0,2019-03-19,Final
DEC_20,,,,,0.09,57.79,80.0,4711.0,2019-03-19,Final
JAN_21,,,,,0.09,57.58,25.0,916.0,2019-03-19,Final
FEB_21,,,,,0.09,57.43,25.0,915.0,2019-03-19,Final
MAR_21,,,,,0.09,57.25,25.0,914.0,2019-03-19,Final
APR_21,,,,,0.08,57.08,25.0,689.0,2019-03-19,Final
MAY_21,,,,,0.07,56.94,25.0,689.0,2019-03-19,Final
JUN_21,,,,,0.07,56.78,25.0,678.0,2019-03-19,Final
JUL_21,,,,,0.06,56.62,25.0,736.0,2019-03-19,Final
AUG_21,,,,,0.06,56.5,25.0,736.0,2019-03-19,Final
SEP_21,,,,,0.08,56.41,25.0,753.0,2019-03-19,Final
OCT_21,,,,,0.07,56.31,25.0,827.0,2019-03-19,Final
NOV_21,,,,,0.05,56.18,25.0,826.0,2019-03-19,Final
DEC_21,,,,,0.05,56.01,25.0,826.0,2019-03-19,Final
JAN_22,,,,,0.07,55.88,0.0,128.0,2019-03-19,Final
FEB_22,,,,,0.05,55.75,0.0,131.0,2019-03-19,Final
MAR_22,,,,,0.03,55.61,0.0,128.0,2019-03-19,Final
APR_22,,,,,0.03,55.5,0.0,129.0,2019-03-19,Final
MAY_22,,,,,0.02,55.41,0.0,127.0,2019-03-19,Final
JUN_22,,,,,0.02,55.3,0.0,112.0,2019-03-19,Final
JUL_22,,,,,0.02,55.22,0.0,111.0,2019-03-19,Final
AUG_22,,,,,0.03,55.15,0.0,111.0,2019-03-19,Final
SEP_22,,,,,0.02,55.09,0.0,112.0,2019-03-19,Final
OCT_22,,,,,0.01,55.03,0.0,111.0,2019-03-19,Final
NOV_22,,,,,0.01,54.97,0.0,112.0,2019-03-19,Final
DEC_22,,,,,0.01,54.9,0.0,111.0,2019-03-19,Final
JAN_23,,,,,0.01,54.85,0.0,83.0,2019-03-19,Final
FEB_23,,,,,,54.8,0.0,83.0,2019-03-19,Final
MAR_23,,,,,,54.75,0.0,83.0,2019-03-19,Final
APR_23,,,,,,54.72,0.0,83.0,2019-03-19,Final
MAY_23,,,,,,54.7,0.0,83.0,2019-03-19,Final
JUN_23,,,,,,54.67,0.0,83.0,2019-03-19,Final
JUL_23,,,,,-0.01,54.65,0.0,83.0,2019-03-19,Final
AUG_23,,,,,-0.01,54.64,0.0,83.0,2019-03-19,Final
SEP_23,,,,,-0.01,54.64,0.0,83.0,2019-03-19,Final
OCT_23,,,,,-0.01,54.65,0.0,83.0,2019-03-19,Final
NOV_23,,,,,-0.01,54.64,0.0,75.0,2019-03-19,Final
DEC_23,,,,,-0.01,54.61,0.0,75.0,2019-03-19,Final
JAN_24,,,,,-0.02,54.57,0.0,124.0,2019-03-19,Final
FEB_24,,,,,-0.02,54.53,0.0,122.0,2019-03-19,Final
MAR_24,,,,,-0.03,54.53,0.0,124.0,2019-03-19,Final
APR_24,,,,,-0.03,54.5,0.0,123.0,2019-03-19,Final
MAY_24,,,,,-0.04,54.51,0.0,124.0,2019-03-19,Final
JUN_24,,,,,-0.04,54.51,0.0,123.0,2019-03-19,Final
JUL_24,,,,,-0.04,54.5,0.0,124.0,2019-03-19,Final
AUG_24,,,,,-0.05,54.5,0.0,124.0,2019-03-19,Final
SEP_24,,,,,-0.06,54.53,0.0,123.0,2019-03-19,Final
OCT_24,,,,,-0.06,54.57,0.0,124.0,2019-03-19,Final
NOV_24,,,,,-0.06,54.57,0.0,123.0,2019-03-19,Final
DEC_24,,,,,-0.06,54.52,0.0,124.0,2019-03-19,Final
JAN_25,,,,,-0.06,54.53,0.0,10.0,2019-03-19,Final
FEB_25,,,,,-0.06,54.54,0.0,10.0,2019-03-19,Final
MAR_25,,,,,-0.06,54.55,0.0,10.0,2019-03-19,Final
APR_25,,,,,-0.06,54.54,0.0,10.0,2019-03-19,Final
MAY_25,,,,,-0.06,54.54,0.0,10.0,2019-03-19,Final
JUN_25,,,,,-0.06,54.57,0.0,10.0,2019-03-19,Final
JUL_25,,,,,-0.06,54.59,0.0,10.0,2019-03-19,Final
AUG_25,,,,,-0.06,54.59,0.0,10.0,2019-03-19,Final
SEP_25,,,,,-0.06,54.61,0.0,10.0,2019-03-19,Final
OCT_25,,,,,-0.06,54.67,0.0,10.0,2019-03-19,Final
NOV_25,,,,,-0.06,54.64,0.0,10.0,2019-03-19,Final
DEC_25,,,,,-0.06,54.6,0.0,10.0,2019-03-19,Final
JAN_26,,,,,-0.06,54.61,0.0,0.0,2019-03-19,Final
FEB_26,,,,,-0.06,54.6,0.0,0.0,2019-03-19,Final
MAR_26,,,,,-0.06,54.62,0.0,0.0,2019-03-19,Final
APR_26,,,,,-0.06,54.6,0.0,0.0,2019-03-19,Final
MAY_26,,,,,-0.06,54.6,0.0,0.0,2019-03-19,Final
JUN_26,,,,,-0.06,54.63,0.0,0.0,2019-03-19,Final
JUL_26,,,,,-0.06,54.62,0.0,0.0,2019-03-19,Final
AUG_26,,,,,-0.06,54.62,0.0,0.0,2019-03-19,Final
SEP_26,,,,,-0.06,54.64,0.0,0.0,2019-03-19,Final
OCT_26,,,,,-0.06,54.67,0.0,0.0,2019-03-19,Final
NOV_26,,,,,-0.06,54.64,0.0,0.0,2019-03-19,Final
DEC_26,,,,,-0.06,54.6,0.0,0.0,2019-03-19,Final
JAN_27,,,,,-0.06,54.6,0.0,0.0,2019-03-19,Final
FEB_27,,,,,-0.06,54.58,0.0,0.0,2019-03-19,Final
MAR_27,,,,,-0.06,54.57,0.0,0.0,2019-03-19,Final
APR_27,,,,,-0.06,54.55,0.0,0.0,2019-03-19,Final
MAY_27,,,,,-0.06,54.54,0.0,0.0,2019-03-19,Final
JUN_27,,,,,-0.06,54.56,0.0,0.0,2019-03-19,Final
JUL_27,,,,,-0.06,54.54,0.0,0.0,2019-03-19,Final
AUG_27,,,,,-0.06,54.53,0.0,0.0,2019-03-19,Final
SEP_27,,,,,-0.06,54.54,0.0,0.0,2019-03-19,Final
OCT_27,,,,,-0.06,54.56,0.0,0.0,2019-03-19,Final
NOV_27,,,,,-0.06,54.53,0.0,0.0,2019-03-19,Final
DEC_27,,,,,-0.06,54.47,0.0,0.0,2019-03-19,Final
Total,,,,,,,1793.0,151015.0,2019-03-19,Final
"Last_Updated:_Tuesday,_19_Mar_2019_10:32_PM_About_This_Report",,,,,,,,,2019-03-19,Final
"Last_Updated:_Tuesday,_19_Mar_2019_10:32_PM_About_This_Report",,,,,,,,,2019-03-18,Final
"Last_Updated:_Tuesday,_19_Mar_2019_10:32_PM_About_This_Report",,,,,,,,,2019-03-15,Final
"Last_Updated:_Tuesday,_19_Mar_2019_10:32_PM_About_This_Report",,,,,,,,,2019-03-14,Final
"Last_Updated:_Tuesday,_19_Mar_2019_10:32_PM_About_This_Report",,,,,,,,,2019-03-13,Final
MAR_19,,,,,0.36,58.41,405.0,14330.0,2019-03-20,Final
APR_19,,,,,0.93,60.3,1593.0,11112.0,2019-03-20,Final
MAY_19,,,,,0.88,60.56,338.0,7291.0,2019-03-20,Final
JUN_19,,,,,0.83,60.79,0.0,7408.0,2019-03-20,Final
JUL_19,,,,,0.8,60.98,210.0,7479.0,2019-03-20,Final
AUG_19,,,,,0.77,61.07,35.0,7421.0,2019-03-20,Final
SEP_19,,,,,0.74,61.06,35.0,7117.0,2019-03-20,Final
OCT_19,,,,,0.7,60.96,35.0,7065.0,2019-03-20,Final
NOV_19,,,,,0.68,60.82,35.0,7174.0,2019-03-20,Final
DEC_19,,,,,0.68,60.64,35.0,7619.0,2019-03-20,Final
JAN_20,,,,,0.64,60.41,265.0,4848.0,2019-03-20,Final
FEB_20,,,,,0.61,60.2,264.0,4390.0,2019-03-20,Final
MAR_20,,,,,0.59,59.98,265.0,4393.0,2019-03-20,Final
APR_20,,,,,0.57,59.76,264.0,4400.0,2019-03-20,Final
MAY_20,,,,,0.54,59.55,265.0,4404.0,2019-03-20,Final
JUN_20,,,,,0.52,59.34,264.0,4353.0,2019-03-20,Final
JUL_20,,,,,0.5,59.11,261.0,4320.0,2019-03-20,Final
AUG_20,,,,,0.47,58.91,261.0,4318.0,2019-03-20,Final
SEP_20,,,,,0.44,58.72,260.0,4313.0,2019-03-20,Final
OCT_20,,,,,0.42,58.55,261.0,4664.0,2019-03-20,Final
NOV_20,,,,,0.38,58.38,260.0,4645.0,2019-03-20,Final
DEC_20,,,,,0.34,58.13,261.0,4725.0,2019-03-20,Final
JAN_21,,,,,0.33,57.91,0.0,941.0,2019-03-20,Final
FEB_21,,,,,0.31,57.74,0.0,940.0,2019-03-20,Final
MAR_21,,,,,0.28,57.53,0.0,939.0,2019-03-20,Final
APR_21,,,,,0.26,57.34,0.0,714.0,2019-03-20,Final
MAY_21,,,,,0.24,57.18,0.0,714.0,2019-03-20,Final
JUN_21,,,,,0.22,57.0,0.0,703.0,2019-03-20,Final
JUL_21,,,,,0.2,56.82,5.0,761.0,2019-03-20,Final
AUG_21,,,,,0.17,56.67,5.0,761.0,2019-03-20,Final
SEP_21,,,,,0.14,56.55,5.0,778.0,2019-03-20,Final
OCT_21,,,,,0.11,56.42,5.0,852.0,2019-03-20,Final
NOV_21,,,,,0.09,56.27,5.0,851.0,2019-03-20,Final
DEC_21,,,,,0.06,56.07,5.0,851.0,2019-03-20,Final
JAN_22,,,,,0.02,55.9,0.0,128.0,2019-03-20,Final
FEB_22,,,,,0.02,55.77,0.0,131.0,2019-03-20,Final
MAR_22,,,,,0.01,55.62,0.0,128.0,2019-03-20,Final
APR_22,,,,,,55.5,0.0,129.0,2019-03-20,Final
MAY_22,,,,,-0.02,55.39,0.0,127.0,2019-03-20,Final
JUN_22,,,,,-0.03,55.27,0.0,112.0,2019-03-20,Final
JUL_22,,,,,-0.04,55.18,0.0,111.0,2019-03-20,Final
AUG_22,,,,,-0.06,55.09,0.0,111.0,2019-03-20,Final
SEP_22,,,,,-0.08,55.01,0.0,112.0,2019-03-20,Final
OCT_22,,,,,-0.09,54.94,0.0,111.0,2019-03-20,Final
NOV_22,,,,,-0.09,54.88,0.0,112.0,2019-03-20,Final
DEC_22,,,,,-0.11,54.79,0.0,111.0,2019-03-20,Final
JAN_23,,,,,-0.11,54.74,0.0,83.0,2019-03-20,Final
FEB_23,,,,,-0.12,54.68,0.0,83.0,2019-03-20,Final
MAR_23,,,,,-0.12,54.63,0.0,83.0,2019-03-20,Final
APR_23,,,,,-0.13,54.59,0.0,83.0,2019-03-20,Final
MAY_23,,,,,-0.14,54.56,0.0,83.0,2019-03-20,Final
JUN_23,,,,,-0.15,54.52,0.0,83.0,2019-03-20,Final
JUL_23,,,,,-0.16,54.49,0.0,83.0,2019-03-20,Final
AUG_23,,,,,-0.16,54.48,0.0,83.0,2019-03-20,Final
